全其,0.04138769510195248,煜煜,weijin
發,0.04131522144625945,煜煜,weijin
。,0.041200905080880326,煜煜,weijin
晴霏光,0.04101089539489287,煜煜,weijin
攄,0.040402987218070514,煜煜,weijin
萋萋,0.04033368280194464,煜煜,weijin
灼,0.03999951162257087,煜煜,weijin
穸,0.039013487874531384,煜煜,weijin
高松,0.03900662753200771,煜煜,weijin
厚,0.03834545776598369,煜煜,weijin
問東華塵,0.03794039989055297,煜煜,weijin
帳棲寒,0.03790615050991263,煜煜,weijin
離離,0.03732626862207684,煜煜,weijin
坤,0.03643740584534194,煜煜,weijin
何如,0.0361897843765341,煜煜,weijin
黼,0.036075544336206036,煜煜,weijin
曼曼,0.03578348901509045,煜煜,weijin
光照,0.03509915759728585,煜煜,weijin
疑石,0.03508137512196096,煜煜,weijin
協數,0.03500150950744777,煜煜,weijin
朝,0.03442267306940173,煜煜,weijin
上層,0.03394234725718451,煜煜,weijin
峯,0.03327061991549658,煜煜,weijin
盼,0.033030983008278,煜煜,weijin
作朝花,0.03240700842555375,煜煜,weijin
題露,0.03198389027849744,煜煜,weijin
蒲,0.031974493379422174,煜煜,weijin
天外,0.031167810724476035,煜煜,weijin
吐瓊文,0.031050028648971873,煜煜,weijin
字華其,0.031014594108107054,煜煜,weijin
先有,0.03091215457921039,煜煜,weijin
嚶嚶,0.030724845518290834,煜煜,weijin
高卑異,0.030615983654225975,煜煜,weijin
靈澤兮,0.030014450103613435,煜煜,weijin
滙,0.029520568061358207,煜煜,weijin
籞,0.029447989148769997,煜煜,weijin
隨浪,0.029391542585963007,煜煜,weijin
厭見,0.029185601909260943,煜煜,weijin
詩紀,0.028972901292663236,煜煜,weijin
臨紫極,0.028842856398819415,煜煜,weijin
采,0.027821024452549952,煜煜,weijin
團團,0.027461229583555187,煜煜,weijin
輟響,0.0271792436888992,煜煜,weijin
夜鳥響,0.027131044931579442,煜煜,weijin
神池,0.026576480732575916,煜煜,weijin
姓黄,0.026556904082838177,煜煜,weijin
北,0.02654976393274351,煜煜,weijin
赤水,0.02613565795163079,煜煜,weijin
花成子,0.02590242381462057,煜煜,weijin
懸瑶景,0.025809562541754583,煜煜,weijin
鐫,0.025720332239803367,煜煜,weijin
光,0.025621014332713868,煜煜,weijin
高下,0.025479730553438676,煜煜,weijin
環珮,0.025475458778470614,煜煜,weijin
仙,0.025333922617525817,煜煜,weijin
石竹,0.02528173065679774,煜煜,weijin
振,0.024903898365147434,煜煜,weijin
庶,0.024367393241825807,煜煜,weijin
徳,0.02363439463448868,煜煜,weijin
熛,0.02304245535332076,煜煜,weijin
吳鎮,0.022968768128658848,煜煜,weijin
生,0.022299001702317682,煜煜,weijin
金石,0.022093344466323404,煜煜,weijin
為,0.0220822387566579,煜煜,weijin
小大殊品,0.02204360013415962,煜煜,weijin
曰,0.02123314691847521,煜煜,weijin
元,0.020891317567209577,煜煜,weijin
績,0.019321530497671713,煜煜,weijin
窓,0.018872197404702938,煜煜,weijin
以,0.018527835793546107,煜煜,weijin
暫斜,0.01851250080419929,煜煜,weijin
肅絕椒蘭,0.01823591105762317,煜煜,weijin
昆岡非,0.016013798584090435,煜煜,weijin
有,0.015856843416045305,煜煜,weijin
黄華傳,0.015842144775529254,煜煜,weijin
，,0.015814055152790385,煜煜,weijin
影逐樹,0.015629282335958936,煜煜,weijin
筆作,0.015576230315769667,煜煜,weijin
璇宫,0.015451418243275932,煜煜,weijin
詠,0.015001604662517092,煜煜,weijin
朝華而夕謝,0.014961791460322872,煜煜,weijin
歎,0.014937140139053276,煜煜,weijin
看筍,0.014853589795964652,煜煜,weijin
聊,0.01480997961001552,煜煜,weijin
競回,0.014617049277100818,煜煜,weijin
欑,0.014588003329127443,煜煜,weijin
瞻,0.014458721730179022,煜煜,weijin
飛,0.01425145303926347,煜煜,weijin
牽風影,0.014210147339630162,煜煜,weijin
出,0.014165822324999142,煜煜,weijin
〉,0.01404257351880885,煜煜,weijin
風,0.013081160575057427,煜煜,weijin
長,0.01296935041250756,煜煜,weijin
輕濃,0.01266850144672866,煜煜,weijin
日,0.012637061051023232,煜煜,weijin
題畫,0.012087866958412343,煜煜,weijin
圖書館,0.011941710982030203,煜煜,weijin
北京,0.011872838557660064,煜煜,weijin
藏拓,0.011773202624675815,煜煜,weijin
竹,0.011712862502625203,煜煜,weijin
飛奔,0.01165368483852736,煜煜,weijin
殆積,0.011511566259309242,煜煜,weijin
作成,0.01149326946308883,煜煜,weijin
素柳禁,0.011324397909198603,煜煜,weijin
用,0.01093034449730077,煜煜,weijin
彼,0.0109133231633193,煜煜,weijin
息,0.010865412318356039,煜煜,weijin
質染,0.010729141052647908,煜煜,weijin
唐王,0.01037630188035394,煜煜,weijin
兮,0.010141793269862956,煜煜,weijin
韜,0.009616524353441788,煜煜,weijin
闇,0.00911829804692842,煜煜,weijin
湍水,0.009108943104033939,煜煜,weijin
幄,0.008980494070093555,煜煜,weijin
洞啟,0.008979549401667767,煜煜,weijin
初學記,0.008812309359553462,煜煜,weijin
九,0.008590309464489394,煜煜,weijin
多,0.008542418835915264,煜煜,weijin
晼,0.008381333735969615,煜煜,weijin
先生,0.008306487321785527,煜煜,weijin
凌雲氣,0.008155219216510419,煜煜,weijin
燄,0.008144894859261896,煜煜,weijin
塗承恩輝,0.008114533311376083,煜煜,weijin
之,0.00810845145538444,煜煜,weijin
與,0.008105958502405083,煜煜,weijin
自,0.0077836211529887026,煜煜,weijin
瑞星,0.007775311920977137,煜煜,weijin
明,0.007416827429391009,煜煜,weijin
分,0.007399646078033885,煜煜,weijin
楊維楨,0.007191265228421494,煜煜,weijin
注云,0.007180271787351088,煜煜,weijin
頌,0.007155325141519514,煜煜,weijin
○,0.007131071483818712,煜煜,weijin
晞,0.00712029853364631,煜煜,weijin
詎,0.006846850471251008,煜煜,weijin
玄房,0.0067601756721105966,煜煜,weijin
無疆,0.006715832014984745,煜煜,weijin
扶桑,0.0066585034137631735,煜煜,weijin
一作,0.0064991717017656245,煜煜,weijin
美其,0.006471577182296215,煜煜,weijin
流曄椒,0.00642793202362494,煜煜,weijin
翟,0.0064108814116685285,煜煜,weijin
頭徒,0.0063923326693959785,煜煜,weijin
文苑,0.0062935685730847665,煜煜,weijin
蘂,0.006234383735768833,煜煜,weijin
咏,0.006172784273633453,煜煜,weijin
花,0.00616676029975082,煜煜,weijin
其,0.006112546498685647,煜煜,weijin
菌,0.006076007570417297,煜煜,weijin
如船,0.0060719516076576845,煜煜,weijin
遘,0.00604933192633715,煜煜,weijin
太華,0.005991457305958692,煜煜,weijin
一,0.005929740726698246,煜煜,weijin
於,0.00592361140142925,煜煜,weijin
數,0.005852495943401428,煜煜,weijin
榮,0.005847636834800618,煜煜,weijin
含芬桂掖,0.005829717842558452,煜煜,weijin
〈,0.005786902781149026,煜煜,weijin
夜塞,0.005775501000627842,煜煜,weijin
閣,0.005719960255784277,煜煜,weijin
心必直,0.005702651778902839,煜煜,weijin
疾未旬,0.00570233724559213,煜煜,weijin
兇禍荐,0.005637948239342794,煜煜,weijin
唐池,0.005628735139707023,煜煜,weijin
之異,0.005600256557308999,煜煜,weijin
遊塵,0.005485770230834415,煜煜,weijin
落水,0.005459706210010078,煜煜,weijin
只,0.005372149035336038,煜煜,weijin
川碧淼淼,0.0053576285587569154,煜煜,weijin
天虚光,0.005302859324627229,煜煜,weijin
夕,0.005249268729015393,煜煜,weijin
若葵,0.0051894758524335255,煜煜,weijin
宵,0.0051799884341364654,煜煜,weijin
麻姑壇,0.00517637972717397,煜煜,weijin
然,0.005174483958748403,煜煜,weijin
留錦,0.0051523338576539915,煜煜,weijin
低舉,0.005067974253573044,煜煜,weijin
上苑,0.004987724227399501,煜煜,weijin
瞳之眷,0.004894717608141835,煜煜,weijin
復,0.004882541690454999,煜煜,weijin
来觀,0.004823375775722538,煜煜,weijin
旄,0.004809654146692182,煜煜,weijin
荷重,0.00480363669765532,煜煜,weijin
此生,0.004727464667844328,煜煜,weijin
芳林,0.004716225940345364,煜煜,weijin
唼,0.004576700105718742,煜煜,weijin
貞,0.004490840342648472,煜煜,weijin
詫,0.004473068601867956,煜煜,weijin
思,0.0044614991642566385,煜煜,weijin
百五十,0.004446310803620651,煜煜,weijin
灺,0.004394497062091328,煜煜,weijin
低,0.004389295689507495,煜煜,weijin
御陂,0.004388097843054437,煜煜,weijin
之蔥蒨,0.004367571709947788,煜煜,weijin
赤之常,0.004351597031007294,煜煜,weijin
灣,0.004330014149356231,煜煜,weijin
霏霏,0.004324160189571348,煜煜,weijin
旌,0.004322531015851482,煜煜,weijin
鶴,0.004313060750124426,煜煜,weijin
庻,0.004275344942341327,煜煜,weijin
㳺,0.004229634482199057,煜煜,weijin
彰,0.004178599516420294,煜煜,weijin
嬝,0.0041169225036428395,煜煜,weijin
斜,0.004085592179899181,煜煜,weijin
盛,0.00406651625154304,煜煜,weijin
大漸,0.004061102485204664,煜煜,weijin
足,0.0040606299868791145,煜煜,weijin
目,0.004003602187907902,煜煜,weijin
羙,0.0039922606940431685,煜煜,weijin
濺,0.003981281703510157,煜煜,weijin
炯然,0.003971294266916852,煜煜,weijin
臯,0.0039306390255196295,煜煜,weijin
伊,0.003927680293978971,煜煜,weijin
䄖,0.003909200184061236,煜煜,weijin
既乏,0.0038799987988856256,煜煜,weijin
章,0.0038546543056971363,煜煜,weijin
莖,0.003820178116497479,煜煜,weijin
六十九,0.0037950505455959602,煜煜,weijin
而魚,0.003785005090156303,煜煜,weijin
初麗炯,0.003775209602948948,煜煜,weijin
特秀狀,0.003760516091341866,煜煜,weijin
稟,0.0037387582918439305,煜煜,weijin
神物,0.0037356994476988588,煜煜,weijin
弔,0.0037316843810663576,煜煜,weijin
戒,0.003696879125067841,煜煜,weijin
繡,0.0036956375160055637,煜煜,weijin
懼爾廼金膏,0.0036882911738005653,煜煜,weijin
行之是,0.0036831721322948935,煜煜,weijin
齋,0.0036758459709598087,煜煜,weijin
池塘,0.0036294832404913796,煜煜,weijin
文,0.00358822502803059,煜煜,weijin
髮,0.0035769165107693256,煜煜,weijin
湯,0.003575219208985296,煜煜,weijin
袿,0.0035547550216915805,煜煜,weijin
武,0.0035357937512608462,煜煜,weijin
棟,0.0035177672233014856,煜煜,weijin
無數遍,0.0035149657269693993,煜煜,weijin
韋開州,0.0034915819393639097,煜煜,weijin
故以,0.0034904115308793293,煜煜,weijin
金芝,0.0034853073302019495,煜煜,weijin
喧,0.0034779673569590103,煜煜,weijin
汀洲,0.003463346851178105,煜煜,weijin
裾,0.0034438848747597264,煜煜,weijin
峴,0.0034348615215311585,煜煜,weijin
崖谷,0.0034223851085663022,煜煜,weijin
何求,0.0034013730086726594,煜煜,weijin
纍纍,0.003395056072673292,煜煜,weijin
而斂,0.003390182200505562,煜煜,weijin
乍,0.0033695398511461444,煜煜,weijin
来,0.003340464413472193,煜煜,weijin
芳草,0.003336861336479023,煜煜,weijin
若桂輪,0.003336298471137762,煜煜,weijin
煥,0.003328963033334677,煜煜,weijin
奕,0.0033170397839089607,煜煜,weijin
桃李,0.003287401968579081,煜煜,weijin
傾船,0.003287021750677493,煜煜,weijin
沮,0.0032597870226857566,煜煜,weijin
惟棘,0.0032504469430091804,煜煜,weijin
水濺蘭,0.0032419666689121633,煜煜,weijin
珠之妙,0.0032299957444921236,煜煜,weijin
滿蕙露,0.0032116509150569763,煜煜,weijin
山竹,0.0032091614495470227,煜煜,weijin
騖,0.003177833012503258,煜煜,weijin
張籍,0.003171814981416836,煜煜,weijin
淺,0.0031693828522027685,煜煜,weijin
土生,0.003119733688738656,煜煜,weijin
延,0.003101225321925161,煜煜,weijin
映畫堂,0.0030950692971627356,煜煜,weijin
之有,0.0030876325800084786,煜煜,weijin
驅,0.003086303056540435,煜煜,weijin
千竿,0.0030585135975821254,煜煜,weijin
異香,0.0030569614911648,煜煜,weijin
collocate,value,ideo,period
煜煜,0.19213064783284917,煜煜,xianqin
煒煒,0.06525222827196743,煜煜,xianqin
莫莫,0.06264872295071618,煜煜,xianqin
名曰,0.06038497594275356,煜煜,xianqin
臻,0.060219077150783125,煜煜,xianqin
煌煌,0.056704191044076015,煜煜,xianqin
有佳草,0.055228005013700204,煜煜,xianqin
繇,0.05440018357673748,煜煜,xianqin
筮,0.05429642786686531,煜煜,xianqin
云園,0.05358546960280431,煜煜,xianqin
綠衣,0.05250189471136897,煜煜,xianqin
穎,0.0520174191314796,煜煜,xianqin
朱英常,0.05145184922053494,煜煜,xianqin
垂,0.051263608990043744,煜煜,xianqin
結綠枝,0.05023863212636185,煜煜,xianqin
恐零露,0.0500784154646584,煜煜,xianqin
降,0.04952148484319925,煜煜,xianqin
初生,0.04934587914230355,煜煜,xianqin
黄裳,0.04834639617361018,煜煜,xianqin
不得,0.047910582310148886,煜煜,xianqin
發,0.047024726782667337,煜煜,xianqin
仙人,0.04649806313091501,煜煜,xianqin
日影,0.04645519366335737,煜煜,xianqin
曈曈,0.04601286743763195,煜煜,xianqin
精者,0.04506553259540928,煜煜,xianqin
晴霏光,0.044930713968223936,煜煜,xianqin
皎,0.04461961086632546,煜煜,xianqin
全其,0.04345844097254288,煜煜,xianqin
若星,0.043132231274493046,煜煜,xianqin
榆之照,0.042702382501130294,煜煜,xianqin
問東華塵,0.04217907453211977,煜煜,xianqin
萋萋,0.041818285546261644,煜煜,xianqin
何如,0.040292235523453526,煜煜,xianqin
述,0.040086121686319136,煜煜,xianqin
攄,0.03989472063371286,煜煜,xianqin
灼,0.03894503594768594,煜煜,xianqin
坤,0.03849174586722485,煜煜,xianqin
離離,0.038432608600618694,煜煜,xianqin
光照,0.03756328027545602,煜煜,xianqin
協數,0.03694202517371539,煜煜,xianqin
疑石,0.035889024406900394,煜煜,xianqin
朝,0.03574752413851412,煜煜,xianqin
上層,0.03545125110193737,煜煜,xianqin
題露,0.03498140419601764,煜煜,xianqin
峯,0.034670401864344655,煜煜,xianqin
作朝花,0.03453120285804012,煜煜,xianqin
盼,0.03406713386850482,煜煜,xianqin
嚶嚶,0.03316875610677734,煜煜,xianqin
天外,0.032999544893622626,煜煜,xianqin
。,0.032793070861800215,煜煜,xianqin
蒲,0.032679329853451976,煜煜,xianqin
字華其,0.03221609767079935,煜煜,xianqin
先有,0.032083005928422094,煜煜,xianqin
高卑異,0.03162859211398432,煜煜,xianqin
靈澤兮,0.03143368945063675,煜煜,xianqin
厭見,0.031158982874702125,煜煜,xianqin
籞,0.030812090747501894,煜煜,xianqin
滙,0.030741620878699277,煜煜,xianqin
臨紫極,0.030447933936757272,煜煜,xianqin
詩紀,0.030421589174569125,煜煜,xianqin
隨浪,0.030143997998390265,煜煜,xianqin
吐瓊文,0.03003876002269944,煜煜,xianqin
夜鳥響,0.02966639112958385,煜煜,xianqin
團團,0.029419385840111598,煜煜,xianqin
北,0.02877183042963768,煜煜,xianqin
花成子,0.02781409922691937,煜煜,xianqin
神池,0.0276430392727902,煜煜,xianqin
姓黄,0.027349144169165656,煜煜,xianqin
仙,0.027074277558587198,煜煜,xianqin
徳,0.02602016105749334,煜煜,xianqin
生,0.02601859849727057,煜煜,xianqin
高下,0.025922523556328316,煜煜,xianqin
石竹,0.025776446061596445,煜煜,xianqin
吳鎮,0.025272339244915995,煜煜,xianqin
振,0.025196154411063425,煜煜,xianqin
光,0.025146873863544437,煜煜,xianqin
懸瑶景,0.02488042253418542,煜煜,xianqin
赤水,0.02412011688975732,煜煜,xianqin
采,0.02358319000654091,煜煜,xianqin
元,0.023497652623870338,煜煜,xianqin
熛,0.0234474519655162,煜煜,xianqin
為,0.022906207150166176,煜煜,xianqin
小大殊品,0.022758511597117052,煜煜,xianqin
庶,0.022412493700526896,煜煜,xianqin
窓,0.022407592209574792,煜煜,xianqin
績,0.019435481614331573,煜煜,xianqin
暫斜,0.019276368704157255,煜煜,xianqin
〉,0.018880016300689917,煜煜,xianqin
曰,0.0184888931129277,煜煜,xianqin
競回,0.016798131620119377,煜煜,xianqin
看筍,0.01635149121577335,煜煜,xianqin
黄華傳,0.015924308319967856,煜煜,xianqin
瞻,0.01584660642308674,煜煜,xianqin
風,0.015549388973064333,煜煜,xianqin
影逐樹,0.015447717640140494,煜煜,xianqin
竹,0.015316049289875556,煜煜,xianqin
璇宫,0.015046006271501346,煜煜,xianqin
以,0.01503972017417778,煜煜,xianqin
牽風影,0.01484344173733122,煜煜,xianqin
出,0.014721184640627742,煜煜,xianqin
昆岡非,0.014664514946186733,煜煜,xianqin
飛,0.01465290457590561,煜煜,xianqin
歎,0.014484638688116398,煜煜,xianqin
詠,0.013799913290809592,煜煜,xianqin
飛奔,0.013737678754719915,煜煜,xianqin
題畫,0.013680426563161478,煜煜,xianqin
朝華而夕謝,0.013618451990332008,煜煜,xianqin
長,0.013363557047848038,煜煜,xianqin
聊,0.012959067881923325,煜煜,xianqin
作成,0.012877357230753072,煜煜,xianqin
筆作,0.012613530177036663,煜煜,xianqin
輕濃,0.012284037393708156,煜煜,xianqin
日,0.012222004731454399,煜煜,xianqin
用,0.011757880652260331,煜煜,xianqin
湍水,0.011184983047312417,煜煜,xianqin
九,0.010218688141355509,煜煜,xianqin
殆積,0.010176252208819384,煜煜,xianqin
唐王,0.010134284231661718,煜煜,xianqin
息,0.010099705596347878,煜煜,xianqin
凌雲氣,0.010058364460570329,煜煜,xianqin
韜,0.009689517822533654,煜煜,xianqin
〈,0.009282681470588717,煜煜,xianqin
頌,0.009231289511163098,煜煜,xianqin
與,0.008791570214820698,煜煜,xianqin
彼,0.008675233507967138,煜煜,xianqin
注云,0.008479748890151852,煜煜,xianqin
燄,0.008314554846326538,煜煜,xianqin
無疆,0.008267857555223348,煜煜,xianqin
多,0.008180524433452898,煜煜,xianqin
初學記,0.008152345592119426,煜煜,xianqin
自,0.008106590848060665,煜煜,xianqin
一作,0.007897346999490157,煜煜,xianqin
先生,0.007863550300623079,煜煜,xianqin
闇,0.007784414898435955,煜煜,xianqin
質染,0.007582829191688745,煜煜,xianqin
晞,0.007422454838779344,煜煜,xianqin
○,0.007189733542567958,煜煜,xianqin
兮,0.007155557729935941,煜煜,xianqin
閣,0.006918430696899985,煜煜,xianqin
太華,0.00678877730398771,煜煜,xianqin
菌,0.006723773850822721,煜煜,xianqin
頭徒,0.006676603081257066,煜煜,xianqin
唐池,0.006608073686485242,煜煜,xianqin
詎,0.006225389704744989,煜煜,xianqin
蘂,0.00620318787631454,煜煜,xianqin
咏,0.006185601521560001,煜煜,xianqin
扶桑,0.006099942985527646,煜煜,xianqin
心必直,0.006018914429356186,煜煜,xianqin
楊維楨,0.005911179597581707,煜煜,xianqin
如船,0.005837012226456363,煜煜,xianqin
文苑,0.005737354273978208,煜煜,xianqin
榮,0.005642185396260855,煜煜,xianqin
崖谷,0.00546232707908082,煜煜,xianqin
有,0.00540080739877551,煜煜,xianqin
復,0.00537676927320732,煜煜,xianqin
天虚光,0.005348652255634993,煜煜,xianqin
川碧淼淼,0.005293951541307486,煜煜,xianqin
之異,0.005265366461052208,煜煜,xianqin
留錦,0.005256555656140902,煜煜,xianqin
文,0.005234051372010453,煜煜,xianqin
髮,0.005168815367936026,煜煜,xianqin
低舉,0.005058794243182971,煜煜,xianqin
上苑,0.005012200986280902,煜煜,xianqin
晼,0.004992172821087125,煜煜,xianqin
芳林,0.004986712421907608,煜煜,xianqin
霏霏,0.00498530914517996,煜煜,xianqin
盛,0.0049606080424471006,煜煜,xianqin
若葵,0.004849909402289354,煜煜,xianqin
唼,0.0048373770514239245,煜煜,xianqin
間,0.004803335262747495,煜煜,xianqin
旄,0.00473139892040735,煜煜,xianqin
昭示,0.0047252887828452324,煜煜,xianqin
鶴,0.00470439257770154,煜煜,xianqin
御陂,0.00466005058597602,煜煜,xianqin
數,0.004639054008000728,煜煜,xianqin
閲,0.004607683522016704,煜煜,xianqin
麻姑壇,0.0046016173292692105,煜煜,xianqin
此生,0.004584023845255798,煜煜,xianqin
落水,0.004510606064583927,煜煜,xianqin
瑞星,0.004445026240186846,煜煜,xianqin
能,0.004382730561386369,煜煜,xianqin
灺,0.004278054923390226,煜煜,xianqin
汀洲,0.004263758471226187,煜煜,xianqin
袿,0.004238987798386914,煜煜,xianqin
百五十,0.004218284014191994,煜煜,xianqin
然,0.004155788413203521,煜煜,xianqin
旌,0.004136890366224409,煜煜,xianqin
合歡,0.004115284018254665,煜煜,xianqin
只,0.004114886973294918,煜煜,xianqin
峴,0.004021517418498573,煜煜,xianqin
異名,0.004013526358765735,煜煜,xianqin
明,0.003982930634437312,煜煜,xianqin
其,0.003964610983994068,煜煜,xianqin
目,0.00394598946587803,煜煜,xianqin
芬,0.003941229797471939,煜煜,xianqin
之,0.003920784231855098,煜煜,xianqin
不極,0.003903430792360921,煜煜,xianqin
六十九,0.0038818878168897196,煜煜,xianqin
颭,0.0038651653155862688,煜煜,xianqin
於,0.0038494063877921856,煜煜,xianqin
庸,0.0038074245247933032,煜煜,xianqin
君王,0.0037626566870751607,煜煜,xianqin
桃李,0.003745363922160121,煜煜,xianqin
　,0.0036782606223137054,煜煜,xianqin
赤之常,0.003659429477691024,煜煜,xianqin
經靡題,0.0036450945010266544,煜煜,xianqin
山海之,0.0036396184525813715,煜煜,xianqin
而魚,0.0036367485150571605,煜煜,xianqin
夕,0.0036278619915074426,煜煜,xianqin
炯然,0.003610655631825087,煜煜,xianqin
既有,0.003610023028935105,煜煜,xianqin
珍爾,0.0036099985644228905,煜煜,xianqin
思,0.003595262898218705,煜煜,xianqin
嬝,0.003569365577818464,煜煜,xianqin
横山,0.0035663026774900956,煜煜,xianqin
騖,0.0035212249957890574,煜煜,xianqin
斜,0.003520812212891861,煜煜,xianqin
蓮花賦,0.0035173316194336084,煜煜,xianqin
金沙,0.003485507466667187,煜煜,xianqin
低,0.003473843105423281,煜煜,xianqin
具品,0.003439995464397724,煜煜,xianqin
競向春前,0.0034284433184745746,煜煜,xianqin
懼爾廼金膏,0.003403913331479897,煜煜,xianqin
藥錄謂,0.003390217605577493,煜煜,xianqin
花,0.0033752627667525898,煜煜,xianqin
英英,0.0033448741167459006,煜煜,xianqin
萍合橋,0.0032767084237973905,煜煜,xianqin
美其,0.0032700978339311633,煜煜,xianqin
縠,0.0032580165374561923,煜煜,xianqin
波,0.0032434260286167763,煜煜,xianqin
開何,0.0032234956390332446,煜煜,xianqin
萬里斷,0.0032205963832615163,煜煜,xianqin
半梢,0.0032162262943861777,煜煜,xianqin
火,0.0032062226846482694,煜煜,xianqin
而延,0.003198044070090651,煜煜,xianqin
溪静禽,0.00317093145256139,煜煜,xianqin
使,0.0031350898102273485,煜煜,xianqin
芳兮莎,0.003134959784863965,煜煜,xianqin
劍,0.0031325032665686934,煜煜,xianqin
行之是,0.003117885988882555,煜煜,xianqin
池塘,0.0031065302034298304,煜煜,xianqin
漢圃,0.0031040028104551347,煜煜,xianqin
危簷,0.003095182106536919,煜煜,xianqin
綠,0.0030929206844369085,煜煜,xianqin
瞳之眷,0.0030666167736054864,煜煜,xianqin
蒲牽波,0.0030649714646011983,煜煜,xianqin
獨,0.003064529308567662,煜煜,xianqin
一,0.0030445342112202923,煜煜,xianqin
冲,0.0030359446725815283,煜煜,xianqin
芙蓉,0.0029877895372186587,煜煜,xianqin
幹,0.0029642220148212387,煜煜,xianqin
無數遍,0.0029626407566800805,煜煜,xianqin
融,0.0029597444535481654,煜煜,xianqin
之蔥蒨,0.0029511113970541406,煜煜,xianqin
韋開州,0.002941972455158132,煜煜,xianqin
荷重,0.00293847401753136,煜煜,xianqin
来觀,0.002932092820457959,煜煜,xianqin
汨,0.0029179786359128748,煜煜,xianqin
不載,0.002885966861069193,煜煜,xianqin
凌雲如,0.0028852660252812346,煜煜,xianqin
無心,0.0028847304913607076,煜煜,xianqin
郁郁,0.0028723310096977215,煜煜,xianqin
檢水陸,0.002870001817697886,煜煜,xianqin
橈,0.002863556669471735,煜煜,xianqin
一灰迹,0.002854239587389502,煜煜,xianqin
髙樹,0.0028409404670669157,煜煜,xianqin
起,0.0028402951206603737,煜煜,xianqin
㾗,0.0028354783689249667,煜煜,xianqin
纍纍,0.002807594916892718,煜煜,xianqin
詫,0.002799861940093141,煜煜,xianqin
山竹,0.0027898166168362853,煜煜,xianqin
煥,0.002783010473297248,煜煜,xianqin
覆水亂,0.0027680908275241173,煜煜,xianqin
髙房,0.002752560453852602,煜煜,xianqin
六,0.002743305951865665,煜煜,xianqin
彰,0.0027252355694212505,煜煜,xianqin
交加,0.002693429690702059,煜煜,xianqin
莖,0.002671377947960886,煜煜,xianqin
㳺,0.0026565504583843944,煜煜,xianqin
出叢,0.002640201767281285,煜煜,xianqin
晚傷,0.002628066707783636,煜煜,xianqin
城長,0.002598002019622065,煜煜,xianqin
灣,0.0025830418881288364,煜煜,xianqin
禪定,0.00258133224472364,煜煜,xianqin
掩,0.002561637403914592,煜煜,xianqin
既乏,0.0025454431986118953,煜煜,xianqin
森,0.0025212773498011023,煜煜,xianqin
潜幽泉,0.002520714872910746,煜煜,xianqin
淥,0.002519977260950956,煜煜,xianqin
架,0.0025161346705533344,煜煜,xianqin
暇日,0.0024971324550636487,煜煜,xianqin
成丹,0.0024934000440253053,煜煜,xianqin
楚王,0.0024916717061269516,煜煜,xianqin
祝餘,0.0024911338373778758,煜煜,xianqin
太上,0.002487158961994278,煜煜,xianqin
有意,0.002485173653026292,煜煜,xianqin
羙,0.002479863162565913,煜煜,xianqin
刺,0.002465827704893679,煜煜,xianqin
英華,0.0024580629869204607,煜煜,xianqin
故以,0.0024550464015236353,煜煜,xianqin
collocate,value,ideo,period
煜煜,0.18981457653922493,煜煜,yuan
橫萬瓦,0.047831608377598714,煜煜,yuan
尋常恨,0.047812655109394565,煜煜,yuan
動霜氣,0.04753737692530347,煜煜,yuan
芒星,0.046590275940630366,煜煜,yuan
鬐,0.045969929906764406,煜煜,yuan
煒煒,0.044712255673653833,煜煜,yuan
面瀉,0.04450664712594069,煜煜,yuan
伊威,0.043465439541352874,煜煜,yuan
莫莫,0.04226598741273583,煜煜,yuan
無纖雲銀漢鏡,0.04191286226670594,煜煜,yuan
云園,0.04057964652302597,煜煜,yuan
有佳草,0.0404930940366842,煜煜,yuan
仙人,0.04019552681998903,煜煜,yuan
臻,0.039912828568396085,煜煜,yuan
天空,0.038709828246763174,煜煜,yuan
蟋蟀,0.03868951641066295,煜煜,yuan
雄角靡,0.03718785788591435,煜煜,yuan
朱火,0.03644803888501184,煜煜,yuan
壯下,0.036280026852047516,煜煜,yuan
浪平,0.03626608215256718,煜煜,yuan
鼻直,0.03560167162088949,煜煜,yuan
一軸獻後主,0.03536294594382359,煜煜,yuan
持貢,0.03527093219087693,煜煜,yuan
芒角,0.03505827737215813,煜煜,yuan
述,0.03458739292919361,煜煜,yuan
，,0.034459433012023505,煜煜,yuan
畫牛,0.03385896503623162,煜煜,yuan
穎,0.03368611346166699,煜煜,yuan
鱗密,0.03352323471833519,煜煜,yuan
北牖,0.03340068499343522,煜煜,yuan
攄,0.03294573661938612,煜煜,yuan
煌煌,0.032740807574964254,煜煜,yuan
名曰,0.032709994655653205,煜煜,yuan
闕,0.03196012933163042,煜煜,yuan
發,0.03179655994759709,煜煜,yuan
以鳳頭,0.031717779574053154,煜煜,yuan
隱目,0.03157250176489211,煜煜,yuan
待,0.031474602850564595,煜煜,yuan
出大星何,0.03133478505051289,煜煜,yuan
昴,0.031010110068626626,煜煜,yuan
并,0.03066707267580075,煜煜,yuan
東望,0.0303163468162258,煜煜,yuan
下則,0.02981322125054771,煜煜,yuan
翠葉,0.029274603465934072,煜煜,yuan
若星,0.02921784510153779,煜煜,yuan
。,0.02916724676189023,煜煜,yuan
流螢,0.028821298103165183,煜煜,yuan
榆之照,0.028474341661715554,煜煜,yuan
心常早,0.02834879060029634,煜煜,yuan
