0,pinyin,mim simpl,mim trad,Glosnnummer,Functioneel,HIERARCHIE DINGEMANSE,Gloss meaning,Middle Chinese,MC tonen,Morf,zdic,Translation,Sem typ (corpus),Sem typ (dict),Fanqie zdic,AUTHOR ENGL,AUTHOR CHI,BORN,DIED,old birhplace,current place,other place (current),titel,POEM PLACE,Syntaxis,distichon/regel,vert Wang,Uitspraak distichon,pagina Wang,onderdeel 3TP,link,,,http://zh.wikisource.org/wiki/%E5%94%90%E8%A9%A9%E4%B8%89%E7%99%BE%E9%A6%96,,,,,,
67,hūrán,忽然,忽然,48,AD,EVALUATION,sudden,*xwot-*nyen,R-P,RAN,1.不经心，忽略。2.俄顷，一会儿。3.突然。4.偶然。5.恍惚；不明貌。6.尽；死。7.假如；倘或。,1. Careless. 2. For a while. 3. Suddenly. 4. Accidentally. 5. Appearing dim and vague. 6. Ending, dying. 7. Supposing, if,PHENO,PHENO,《唐韻》《集韻》《韻會》《正韻》呼骨切，音笏。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Yuan Jie,元結,723,772,魯山,魯山縣,,賊退示官吏,,5 12,忽然遭世變，數歲親戎旃。,Then came a sudden change of world affairs; in the army some years I had to stay.,Hūrán zāo shì biàn, shù suì qīn róng zhān.,30,五言古诗,http://zh.wikisource.org/wiki/%E8%B3%8A%E9%80%80%E7%A4%BA%E5%AE%98%E5%90%8F,,,,,,
167,jìjì,寂寂,寂寂,123,BG,SOUND,quiet,*dzek~dzek,R~R,RED,1.寂静无声貌。 2.孤单；冷落。 3.犹悄悄。 ,1. Appearing silent. 2. Alone and cold. 3. Quietly.,PHONO,PHOPSY,《唐韻》《集韻》《韻會》《正韻》前歷切，音籍。,Liu Changqing,劉長卿,710,789,河南,河间市,宣城市,長沙過賈誼宅,,7 12,寂寂江山搖落處，憐君何事到天涯。,All around it's deadly quiet and presents a scene forlorn and desolate; I wonder why you were banished tot his world's corner and sigh for your fate!,Jí jí jiāngshān yáo luò chù, lián jūn héshì dào tiānyá.,269,七言律诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%B2%99%E9%81%8E%E8%B3%88%E8%AA%BC%E5%AE%85,,,,,,,,
129,jìjì,寂寂,寂寂,93,BG,INNER_FEELINGS,alone,*dzek~dzek,R~R,RED,1.寂静无声貌。 2.孤单；冷落。 3.犹悄悄。 ,1. Appearing silent. 2. Alone and cold. 3. Quietly.,PSYCHO,PHOPSY,《唐韻》《集韻》《韻會》《正韻》前歷切，音籍。,Meng Haoran,孟浩然,689,740,襄陽,襄阳,,留別王維,,5 12,寂寂竟何時，朝朝空自歸。,"What am I waiting for with life idled away!; gaining nothing, I come back alone day by day.",Jí jí jìng héshí, zhāo zhāo kōngzì guī.,203,五言律诗,http://zh.wikisource.org/wiki/%E7%95%99%E5%88%A5%E7%8E%8B%E7%B6%AD_(%E5%AD%9F%E6%B5%A9%E7%84%B6),,,,,,,,
192,jìjì,寂寂,寂寂,143,BG,SOUND,silent,*dzek~dzek,R~R,RED,1.寂静无声貌。 2.孤单；冷落。 3.犹悄悄。 ,1. Appearing silent. 2. Alone and cold. 3. Quietly.,PSYCHO,PHOPSY,《唐韻》《集韻》《韻會》《正韻》前歷切，音籍。,Zhu Qinyu,朱慶餘,ca. 800,ca. 800,越州,紹興,,宮中詞,,7 12,寂寂花時閉院門，美人相並立瓊軒。,"With flowers in bloom, the palace is quiet with its closed gate there; along the splendid porch stand side by side the maidens fair.",Jí jí huā shí bìyuàn mén, měirén xiāng bìnglì qióng xuān.,334,七言绝句,http://zh.wikisource.org/wiki/%E5%AE%AE%E4%B8%AD%E8%A9%9E,,,,,,,,
94,jījī,唧唧,唧唧,69,PR,SOUND+EVALUATION,sighing,#tsi~tsi,P~P,RED,1.叹息。亦指叹息声。2.赞叹声。 3.鸟鸣、虫吟声。 4.犹唠叨。,1. Sighing. 2. Humming. 3. Chirping of birds and insects. 4. Nagging.,PHONO,PHONO,,Bai Juyi,白居易,772,846,太原,太原市,新郑,琵琶行,,7 67,我聞琵琶已歎息，又聞此語重唧唧。,"When at pipa playing she made a try, I had many a time heaved a long sigh; now that her story was touchingly told, I couldn't help sighing for her double-fold.",Wǒwén pípá yǐ tànxī, yòu wén cǐ yǔ zhòng jī jī.,114,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,,
65,jījī,激激,激激,46,PR,SOUND,rapid flowing sound,*kek~kek,R~R,RED,1.急疾貌。 2.象声词。急流声。 ,1. Seeming very fast. 2. Sound of rapid flowing (onom.),PHONO,PHOPHE,《唐韻》《集韻》《韻會》吉歷切《正韻》訖逆切，音擊。,Han Yu,韓愈,768,824,河陽,孟縣市,昌黎,山石,,5 34,當流赤足蹋澗石，水聲激激風吹衣。,Walking in water we trod on stones with bare feet; rushing water makes noise and in our clothes winds fleet.,Dāng liú chìzú tà jiàn shí, shuǐ shēng jījī fēngchuī yī.,90,七言古诗,http://zh.wikisource.org/wiki/%E5%B1%B1%E7%9F%B3,,,,,,,,
120,jiūjiū,啾啾,啾啾,85,PR,SOUND,high sound,#tsjuw~tsjuw,P~P,RED,1.象声词。鸟兽虫的鸣叫声。2.象声词。吹奏管乐声。 3.象声词。泛以象各种凄切尖细的声音。,1. Chirping of birds, beasts and insects (onom.). 2. Sound of wind music (onom.). 3. High, sharp sound (onom.),PHONO,PHONO,《唐韻》《正韻》卽由切《集韻》《韻會》將由切，音遒。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,兵車行,,7 67,新鬼煩冤舊鬼哭，天陰雨濕聲啾啾。,"New ghosts complain of their wrongs and old ghosts weep; in gloomy, rainy days their sobs make one's flesh creep.",Xīn guǐ fán yuān jiù guǐkū, tiān yīnyǔ shī shēng jiūjiū.,146,乐府,http://zh.wikisource.org/wiki/%E5%85%B5%E8%BB%8A%E8%A1%8C,,,,,,
126,jiūjiū,啾啾,啾啾,90,UT,SOUND,chirp,#tsjuw~tsjuw,P~P,RED,1.象声词。鸟兽虫的鸣叫声。2.象声词。吹奏管乐声。 3.象声词。泛以象各种凄切尖细的声音。,1. Chirping of birds, beasts and insects (onom.). 2. Sound of wind music (onom.). 3. High, sharp sound (onom.),PHONO,PHONO,《唐韻》《正韻》卽由切《集韻》《韻會》將由切，音遒。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,春宿左省,,5 12,花隱掖垣暮，啾啾棲鳥過。,Flowers grow dim as dusk befalls the Yamen walls fast; merrily chirp returning birds when they skim past.,Huā yǐn yē yuán mù, jiūjiū qī niǎoguò.,179,五言律诗,http://zh.wikisource.org/wiki/%E6%98%A5%E5%AE%BF%E5%B7%A6%E7%9C%81,,,,,,
39,jiūjiū,啾啾,啾啾,26,PR,SOUND,high sound,#tsjuw~tsjuw,P~P,RED,1.象声词。鸟兽虫的鸣叫声。2.象声词。吹奏管乐声。 3.象声词。泛以象各种凄切尖细的声音。,1. Chirping of birds, beasts and insects (onom.). 2. Sound of wind music (onom.). 3. High, sharp sound (onom.),PHONO,PHONO,《唐韻》《正韻》卽由切《集韻》《韻會》將由切，音遒。,Li Qi,李頎,690,751,赵郡,赵县市,登封,聽安萬善吹觱篥歌,,7 67,枯桑老柏寒颼飀，九雛鳴鳳亂啾啾。,Its tune is like free-moving wind that itself steers; freezing the withered mulberry and old cypress; making many young phoenixes cry in a mess,Kū sāng lǎo bǎi hán sōu liú, jiǔ chú míng fèng luàn jiūjiū.,60,七言古诗,http://zh.wikisource.org/wiki/%E8%81%BD%E5%AE%89%E8%90%AC%E5%96%84%E5%90%B9%E8%A7%B1%E7%AF%A5%E6%AD%8C,,,,,,
51,juānjuān,娟娟,娟娟,36,PR,VISUAL+EVALUATION,beautiful,#'jwen~'jwen,P~P,RED,1.姿态柔美貌。2.长曲貌。3.明媚貌。 4.飘动貌。 5.同“ 涓涓 ”。缓流；细流。,1. Appearing to have a gentle attitude. 2. Long and curved. 3. Beautiful. 4. Floating. 5. Slowly flowing, trickling.,PHENO,PHENO,《廣韻》於緣切《集韻》《韻會》縈緣切《正韻》縈圓切，音蜎。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,寄韓諫議注,,7 34,美人娟娟隔秋水，濯足洞庭望八荒。,"You're beyond the autumn river, like a beauty; with feet washed in Dongting Lake, watching earth and sky.",Měirén juān juān gé qiūshuǐ, zhuó zú dòngtíng wàng bā huāng.,76,七言古诗,http://zh.wikisource.org/wiki/%E5%AF%84%E9%9F%93%E8%AB%AB%E8%AD%B0%E6%B3%A8,,,,,,,
109,liáoluò,寥落,寥落,77,BG,VISUAL+INNER_FEELINGS,desolate,#lew~*lak,P~R,ALLIT,1.稀疏；稀少。2.衰落；衰败。 3.冷落；冷清。4.谓孤单；寂寞。,1. Sparce, scarce. 2. Declining. 3. Desolate. 4. Lonely.,PHENO,PHEPSY,《廣韻》落蕭切《集韻》力交切《韻會》《正韻》憐蕭切，音聊。 + 《唐韻》盧各切《集韻》《韻會》《正韻》歷各切，音洛。,Wang Wei,王維,699,759,祁县,祁县,永济市,老將行,,7 12,蒼茫古木連窮巷，寥落寒山對虛牖。,Vast were age-old trees extending to his secluded lanes; quiet were bleak hills facing his humble window panes.,Cāngmáng gǔmù lián qióng xiàng, liáoluò hánshān duì xū yǒu.,133,乐府,http://zh.wikisource.org/wiki/%E8%80%81%E5%B0%87%E8%A1%8C_(%E7%8E%8B%E7%B6%AD),,,,,,,
138,lílí,离离,離離,101,PR,VISUAL,thick,*lje~lje,P~P,RED,1.盛多貌。2.浓密貌。 3.井然有序貌。4.旷远貌；空貌。5.明亮貌；光鲜貌。 6.引申为光彩、光荣。7.清晰貌；分明貌。8.隐约貌。 9.若断若续貌；相连貌。 10.懒散疲沓貌。11.飘动貌；摇荡貌。12.轻细貌。 13.悲痛貌；忧伤貌。14.独特貌；孤独貌。15.象声词。 ,1. Seemingly numerous. 2. Seeming thick. 3. Orderly but filled with paradoxes. 4. Seeming far off. 5. Seeming bright. 6. Gorious (metonymy). 7. Seeming clear. 8. Seeming faint. 9. Seeming connected after a break. 10. Seeming lazy and sluggish. 11. Seemingly wavering. 12. Seeming delicate. 13. Seeming sad, depressed. 14. Seeming distinct and lonely. 15. Onomatopoeia.,PHENO,PHOPHEPS,《廣韻》丑知切《集韻》《正韻》抽知切，音摛。同魑。又《韻會》鄰知切。同離。,Bai Juyi,白居易,772,846,太原,太原市,新郑,賦得古原草送別,,5 12,離離原上草，一歲一枯榮。,Luxuriant is the grass on the plain; once a year does it by turn thrive and wane.,Lí lí yuán shàng cǎo, yī suì yī kūróng.,224,五言律诗,http://zh.wikisource.org/wiki/%E8%B3%A6%E5%BE%97%E5%8F%A4%E5%8E%9F%E8%8D%89%E9%80%81%E5%88%A5,,,,,,,
150,lìlì,历历,歷歷,111,PR,VISUAL,in rows,*lek~lek,R~R,RED,1.清晰貌。2.逐一，一一。 3.排列成行。4.犹历录。5.零落貌。6.象声词。,1. Seeming clear. 2. One by one. 3. Arranged in rows. 4. Seeming scattered. 5. Onomatopoeia.,PHENO,PHOPHE,《唐韻》郞擊切《集韻》《韻會》狼狄切，音靂。,Cui Hao,崔顥,704,754,汴州,开封,,黃鶴樓,,7 34,晴川歷歷漢陽樹，芳草萋萋鸚鵡洲。,"Along the sunny river, the Hanyang trees are seen; over the Parrot Islet, grow grasses thick and green.",Qíng chuān lìlì hànyáng shù, fāng cǎo qī qī yīngwǔ zhōu.,243,七言律诗,http://zh.wikisource.org/wiki/%E9%BB%83%E9%B6%B4%E6%A8%93,,,,,,,,
62,lìlì,历历,歷歷,74,AD,VISUAL,in rows,*lek~lek,R~R,RED,1.清晰貌。2.逐一，一一。 3.排列成行。4.犹历录。5.零落貌。6.象声词。,1. Seeming clear. 2. One by one. 3. Arranged in rows. 4. Seeming scattered. 5. Onomatopoeia.,PHENO,PHOPHE,《唐韻》郞擊切《集韻》《韻會》狼狄切，音靂。,Yuan Jie,元結,723,772,魯山,魯山縣,,石魚湖上醉歌,,7 34,山為樽，水為沼，酒徒歷歷坐洲島。,"The hill serves as goblet, the water as wine pool; the islet is of drunkards sitting around full.",Shān wèi zūn, shuǐ wèi zhǎo, jiǔtú lìlì zuò zhōudǎo.,89,七言古诗,http://zh.wikisource.org/wiki/%E7%9F%B3%E9%AD%9A%E6%B9%96%E4%B8%8A%E9%86%89%E6%AD%8C,,,,,,,
135,líluàn,离乱,離亂,98,PR,MOVEMENT+EVALUATION,chaotic,*lje~*lwanH,P~Q,ALLIT,1.变乱。常指战乱。2.历乱。纷杂貌。,1. Become chaotic (in wars). 2. Seeming chaotic and confused.,PHENO,PHEPSY,《廣韻》丑知切《集韻》《正韻》抽知切，音摛。同魑。又《韻會》鄰知切。同離。 + 《唐韻》郞段切《集韻》《韻會》《正韻》盧玩切，鑾去聲。,Li Yi,李益,748,827,隴西,临洮县,郑州,喜見外弟又言別,,5 34,十年離亂後，長大一相逢。,After then long sad years of turbulence and pain; we've grown up and are now happy to meet again.,Shí nián líluàn hòu, zhǎngdà yī xiāngféng.,218,五言律诗,http://zh.wikisource.org/wiki/%E5%96%9C%E8%A6%8B%E5%A4%96%E5%BC%9F%E5%8F%88%E8%A8%80%E5%88%A5,,,,,,,,
187,línglíng,泠泠,泠泠,139,PR,TEMPERATURE,cold,#leng~leng,P~P,RED,1.清凉貌；泠清貌。2.清白、洁白貌。3.形容声音清越、悠扬。 ,1. Seeming cool and clear. 2. Seeming clean and white. 3. Describes clear and melodious sound.,PHONO,PHOPHE,《唐韻》《集韻》《韻會》郞丁切，音靈。,Liu Changqing,劉長卿,710,789,河南,河间市,宣城市,聽彈琴,,5 12,泠泠七弦上，静听松风寒。,"Quietly I heard the Chilly-Wind-in-Pines, the old song; on the tinkling seven-string zither by someone played.",Línglíng qī xián shàng, jìng tīng sōng fēnghán.,306,五言绝句,NVT,,,,,,,,
188,línglóng,玲珑,玲瓏,140,AD,VISUAL,bright,#leng~#ljowng,P~P,PARARH,1.玉声；清越的声音。2.明彻貌。3.诗词中用以指梅花或雪。4.精巧貌。5.灵活貌。 6.指 唐 代歌妓 商玲珑 。 7.泛指歌妓。 8.乐章名。,1. Sound of jade, clear sound. 2. Seeming bright and penetrating. 3. Rose or snow (poetry). 4. Seeming delicate. 5. Seeming flexible. 6. Refers to the exquisite geishas of the Tang. 7. Geisha. 8. Name of an instrument.,PHENO,PHOPHE,《唐韻》《集韻》《韻會》郞丁切《正韻》離呈切，音靈。 + 《唐韻》《集韻》力鍾切《韻會》《正韻》盧容切，音龍。,Li Bai,李白,701,762,綿州,省江油市,托克马克,玉階怨,,5 12,却下水晶簾，玲瓏望秋月。,Then she abruptly lowers the crystal screen; and stares at the autumn moon clean and bright.,Quèxià shuǐjīng lián, línglóng wàng qiūyuè.,315,乐府,http://zh.wikisource.org/wiki/%E7%8E%89%E9%9A%8E%E6%80%A8_(%E6%9D%8E%E7%99%BD),,,,,,,
5,língluàn,零乱,零亂,3,PR,VISUAL+MOVEMENT,scattered,*leng~*lwanH,P~Q,ALLIT,1.散乱。 2.景物纷呈貌。,1. Scattered. 2. Scenery appearing colourful.,PHENO,PHENO,《唐韻》《集韻》《韻會》郞丁切，音靈。 + 《唐韻》郞段切《集韻》《韻會》《正韻》盧玩切，鑾去聲。,Li Bai,李白,701,762,綿州,省江油市,托克马克,月下獨酌,,5 45,我歌月徘徊，我舞影零亂。,"While I'm singing, the moon sways to and fro; while I'm dancing, my shadow tangles so.",Wǒ gē yuè páihuái, wǒ wǔ yǐng língluàn.,4,五言古诗,http://zh.wikisource.org/wiki/%E6%9C%88%E4%B8%8B%E7%8D%A8%E9%85%8C_(%E8%8A%B1%E9%96%93%E4%B8%80%E5%A3%BA%E9%85%92),,,,,,,,
7,língluò,零落,零落,5,AD,MOVEMENT+EVALUATION,decline,*leng~*lak,P~R,ALLIT,1.凋谢。2.喻死亡。3.衰颓败落。4.飘零，流落。 5.散乱，散失。6.掉落。 7.借指掉下的眼泪。 8.稀疏，稀稀落落。 9.零头，剩馀的。 10.残缺不全，零碎。,1. Wither. 2. Death (metaphor). 3. Declining. 4. Wandering. 5. Scattered, lost. 6. Fall. 7. Falling tears. 8. Sparse. 9. Remnant. 10. Fragmentary.,PHENO,PHENO,《唐韻》《集韻》《韻會》郞丁切，音靈。 + 《唐韻》盧各切《集韻》《韻會》《正韻》歷各切，音洛。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,佳人,,5 12,自云良家子，零落依草木。,She says she came from a good family, and lived here when reduced to poverty.,Zì yún liángjiā zi, língluò yī cǎomù.,8,五言古诗,http://zh.wikisource.org/wiki/%E4%BD%B3%E4%BA%BA,,,,,,
100,línlí,淋漓,淋漓,72,PR,WETNESS,dripping wet,*lim~#lje,P~P,ALLIT,亦作“ 淋离 ”。亦作“ 淋灕 ”。 1.沾湿或流滴貌。 2.长而美好貌。3.盛多；充盛。 4.形容酣畅。,1. Seemingly dripping or wet. 2. Long and beautiful of appearance. 3. Abundant. 4. Describes easiness [e.g. sleep soundly],PHENO,PHENO,《唐韻》力尋切《集韻》《韻會》犁針切《正韻》犁沈切，音林。 + 《廣韻》呂支切《集韻》鄰知切，音離。,Li Shangyin,李商隱,813,858,河內,临洮县,鄭州,韓碑,,7 67,公退齋戒坐小閣，濡染大筆何淋漓。,"Yu retired, fasted, bathed and sat in a small cabinet; how fully soaked in ink his large writing bush he let.",Gōng tuì zhāijiè zuò xiǎo gé, rúrǎn dà bǐ hé línlí.,123,七言古诗,http://zh.wikisource.org/wiki/%E9%9F%93%E7%A2%91,,,,,,,,
118,línlín,辚辚,轔轔,84,PR,SOUND,rattle,#lin~lin,P~P,RED,1.象声词。车行声。2.象声词。雷鸣声。,1. Sound of rolling cars. 2. Sound of thunder.,PHONO,PHONO,《廣韻》力珍切《集韻》《韻會》《正韻》離珍切，音鄰。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,兵車行,,6 23,車轔轔，馬蕭蕭，行人弓箭各在腰。,"The chariots are rattling, the horses are neighing; the bows and arrows are round the men's waists swaying.",Chē lín lín, mǎ xiāoxiāo, xíngrén gōngjiàn gè zài yāo.,146,乐府,http://zh.wikisource.org/wiki/%E5%85%B5%E8%BB%8A%E8%A1%8C,,,,,,,
136,lǐnrán,凛然,凜然,99,PR,EVALUATION,demand respect,*limX-*nyen,S-P,RAN,1.严肃；令人敬畏的样子。或形容表示敬重或惊恐的神态。2.形容寒凉。,1. Serious, demanding respect. Or describes a commanding attitude. 2. Describes the cold.,PHENO,PHENO,《唐韻》力稔切《集韻》《韻會》《正韻》力錦切，音廩。 +  《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Liu Yuxi,劉禹錫,772,842,中山,定州市,洛陽,蜀先主廟,,5 45,天地英雄氣，千秋尚凜然。,His heroic spirit got from earth and heaven; has wone him high prestige up to to-day even.,Tiāndì yīngxióng qì, qiānqiū shàng lǐnrán.,222,五言律诗,http://zh.wikisource.org/wiki/%E8%9C%80%E5%85%88%E4%B8%BB%E5%BB%9F,,,,,,,
131,liúluò,流落,流落,95,PR,MOVEMENT,wander,*ljuw~*lak,P~R,ALLIT,1.漂泊外地，穷困失意。 2.流失在外。 3.犹沦落。4.衰落。 5.犹留落。际遇不好，无所遇合。 ,1. Wandering outside, feeling destitute and dejected. 2. Run off outside. 3. Fallen low. 4. Declined. 5. Misfortunous.,PHENO,PHENO,《唐韻》《集韻》《韻會》《正韻》力求切，音留。 +  《唐韻》盧各切《集韻》《韻會》《正韻》歷各切，音洛。,Liu Changqing,劉長卿,710,789,河南,河间市,宣城市,送李中丞歸漢陽別業,,5 12,流落征南將，曾驅十萬師。,"He, who on a southern campain was commander; of a hundred thousand men, is now to wander.",Liúluò zhēng nán jiāng, céng qū shí wàn shī.,206,五言律诗,http://zh.wikisource.org/wiki/%E9%80%81%E6%9D%8E%E4%B8%AD%E4%B8%9E%E6%AD%B8%E6%BC%A2%E9%99%BD%E5%88%A5%E6%A5%AD,,,,,,,
84,lǐyí,逦迤,邐迤,61,AD,MOVEMENT,wind,#liX~#yi,S~P,RHYME,亦作“ 邐迆 ”。 1.曲折连绵貌。2.曲折行进貌。,1. Winding. 2. Meandering.,PHENO,PHENO,《唐韻》力紙切《集韻》《韻會》輦尒切《正韻》良以切 ＋ 《集韻》《韻會》演爾切《正韻》養里切，音以。,Bai Juyi,白居易,772,846,太原,太原市,新郑,長恨歌,,7 56,攬衣推枕起徘徊，珠箔銀屏邐迤開。,"Then she pushed aside her pillow, dressed herself and pace to and fro; the pearl shade and the silver screen, one by one to be opened were seen.",Lǎn yī tuī zhěn qǐ páihuái, zhū bó yínpíng lǐ yí kāi.,102,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,,
191,lóngzhōng,龙钟,龍鐘,142,PR,WETNESS,wet,*ljowng~*tsyowng,P~P,RHYME,1.身体衰老，行动不灵便者。2.衰老貌；年迈。3.失意潦倒貌。4.沾湿貌。5.行进艰难貌。6.指竹。,1. Aging body, not flexible moving anymore. 2. Elderyly. 3. Frustrated. 4. Wet. 5. Stumble upon difficulties. 6. Bamboo.,,,,Cen Shen,岑參,715,770,南陽,邓州市,荆州,逢入京使,,7 34,故園東望路漫漫，雙袖龍鍾淚不乾。,"Looking eastwards, I feel my homeland lies far, far away; in vain I try with sleeves my o'erflowing of tears to stay.",Gùyuán dōng wàng lù mànmàn, shuāng xiù lóngzhōng lèi bù gān.,326,七言绝句,http://zh.wikisource.org/wiki/%E9%80%A2%E5%85%A5%E4%BA%AC%E4%BD%BF,,,,,,,
55,luòluò,落落,落落,39,BG,VISUAL,aloof,*lak~lak,R~R,RED,1.犹磊落。常用以形容人的气质、襟怀。2.形容孤高，与人难合。3.稀疏；零落。4.冷淡。5.高超；卓越。6.粗劣貌。7.形容多而连续不断的样子。8.清楚、分明的样子。9.清澈貌。 10.象声词。,1. With an open and upright temperament. 2. Describes aloofness and stand-offish. 3. Sparce, scattered. 4. Cool. 5. Superb, excellent. 6. Seeming coarse. 7. Describes a conncection. 8. Distinct. 9. Seeming clear. 10. Onomatopoeia.,PHENO,PHOPHEPS, 《唐韻》盧各切《集韻》《韻會》《正韻》歷各切，音洛。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,古柏行,,7 12,落落盤據雖得地，冥冥孤高多烈風。,"Though this tall tree has its blessed place aloof to stand; lonely and high, it can hardly strong wind withstand.",Luòluò pán jù suī dé de, míng míng gūgāo duō lièfēng.,78,七言古诗,http://zh.wikisource.org/wiki/%E5%8F%A4%E6%9F%8F%E8%A1%8C,,,,,,
81,mángmáng,茫茫,茫茫,59,PR,VISUAL,boundless,#mang~mang,P~P,RED,1.广大而辽阔。2.遥远。 3.渺茫；模糊不清。 4.纷繁，纷杂；众多。 5.茂盛。,1. Vast. 2. Distant. 3. Slim, blurred. 4. Numerous and confused. 5. Flourishing.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。,Bai Juyi,白居易,772,846,太原,太原市,新郑,長恨歌,,7 34,上窮碧落下黃泉，兩處茫茫皆不見。,"Nor in the blue heaven above, nor in the netherworld below; could he find the Emperor's love, both the places were boundless so!",Shàng qióng bì luòxià huángquán, liǎng chù mángmáng jiē bùjiàn.,102,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,
88,mángmáng,茫茫,茫茫,65,PR,VISUAL,vague,#mang~mang,P~P,RED,1.广大而辽阔。2.遥远。 3.渺茫；模糊不清。 4.纷繁，纷杂；众多。 5.茂盛。,1. Vast. 2. Distant. 3. Slim, blurred. 4. Numerous and confused. 5. Flourishing.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。,Bai Juyi,白居易,772,846,太原,太原市,新郑,琵琶行,,7 34,醉不成歡慘將別，別時茫茫江浸月。,"Though drunk, we could never make ourselves gay, to each other we'd have good-bye to say; our parting would lead to a vague future, just like the moon immersed in the river.",Zuì bùchéng huān cǎn jiāng bié, bié shí mángmáng jiāng jìn yuè.,114,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,
6,mángmáng,茫茫,茫茫,4,PR,VISUAL,blurred,#mang~mang,P~P,RED,1.广大而辽阔。2.遥远。 3.渺茫；模糊不清。 4.纷繁，纷杂；众多。 5.茂盛。,1. Vast. 2. Distant. 3. Slim, blurred. 4. Numerous and confused. 5. Flourishing.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,贈衛八處士,,5 45,明日隔山岳，世事兩茫茫。,"Tomorrow, we'll be by mountains separated; No one knows in future how we'll be fated.",Míngrì gé shānyuè, shìshì liǎng mángmáng.,6,五言古诗,http://zh.wikisource.org/wiki/%E8%B4%88%E8%A1%9B%E5%85%AB%E8%99%95%E5%A3%AB,,,,,,,
43,mángmáng,茫茫,茫茫,29,PR,VISUAL,vast,#mang~mang,P~P,RED,1.广大而辽阔。2.遥远。 3.渺茫；模糊不清。 4.纷繁，纷杂；众多。 5.茂盛。,1. Vast. 2. Distant. 3. Slim, blurred. 4. Numerous and confused. 5. Flourishing.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。,Li Bai,李白,701,762,綿州,省江油市,托克马克,廬山謠寄盧侍御虛舟,,7 34,登高壯觀天地間，大江茫茫去不還。,I climb high and have a full view of things around; ne'er to return flows the great river forward bound.,Dēnggāo zhuàngguān tiāndì jiān, dàjiāng mángmáng qù bù hái.,62,七言古诗,http://zh.wikisource.org/wiki/%E5%BB%AC%E5%B1%B1%E8%AC%A0%E5%AF%84%E7%9B%A7%E4%BE%8D%E5%BE%A1%E8%99%9B%E8%88%9F,,,,,,,
132,mángmáng,茫茫,茫茫,96,PR,VISUAL,vast,#mang~mang,P~P,RED,1.广大而辽阔。2.遥远。 3.渺茫；模糊不清。 4.纷繁，纷杂；众多。 5.茂盛。,1. Vast. 2. Distant. 3. Slim, blurred. 4. Numerous and confused. 5. Flourishing.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。,Liu Changqing,劉長卿,710,789,河南,河间市,宣城市,送李中丞歸漢陽別業,,5 12,茫茫江漢上，日暮復何之？,"Now, on such vastness of waters near Jiang-Han there; I wonder, with the sun setting, he will drift where!",Mángmáng jiānghàn shàng, rìmù fù hé zhī?,206,五言律诗,http://zh.wikisource.org/wiki/%E9%80%81%E6%9D%8E%E4%B8%AD%E4%B8%9E%E6%AD%B8%E6%BC%A2%E9%99%BD%E5%88%A5%E6%A5%AD,,,,,,,
173,mángmáng,茫茫,茫茫,128,PR,VISUAL,boundless,#mang~mang,P~P,RED,1.广大而辽阔。2.遥远。 3.渺茫；模糊不清。 4.纷繁，纷杂；众多。 5.茂盛。,1. Vast. 2. Distant. 3. Slim, blurred. 4. Numerous and confused. 5. Flourishing.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。,Liu Zongyuan,柳宗元,773,819,河東,永济市,,登柳州城樓寄漳汀封連四州刺史,,7 67,城上高樓接大荒，海天愁思正茫茫。,Merging into the wilderness stands the tower high; my sad thoughts extend as the boundless sea and sky.,Chéng shàng gāo lóu jiē dàhuāng, hǎitiān chóusī zhèng mángmáng.,276,七言律诗,http://zh.wikisource.org/wiki/%E7%99%BB%E6%9F%B3%E5%B7%9E%E5%9F%8E%E6%A8%93%E5%AF%84%E6%BC%B3%E6%B1%80%E5%B0%81%E9%80%A3%E5%9B%9B%E5%B7%9E%E5%88%BA%E5%8F%B2,,,,,,,
