NUMBER,TRAD,SIMPL,PINYIN,SEMANTIC,FORM-CHAR,Old-Chinese,FORM-MECH,TITLE,PoemGroup,LINE,TRANSLATION,ZDIC,RICCI,,,,,
426,穰穰,穰穰,ráng ráng,VISUAL+EVALUATION,AA,,REDUPLICATION,烈 祖,ShangSong,自天降康、豐年穰穰。,And from Heaven is our prosperity sent down, Fruitful years of great abundance.,丰熟貌。,1. Nombreux; en grand nombre. 2. Troublé; en déosrdre.,,,,
427,陾陾,陾陾,réng réng,VISUAL,AA,,REDUPLICATION,緜,DaYa,捄之陾陾、度之薨薨、,Crowds brought the earth in baskets; They threw it with shouts into the frames;,眾多。詩經．大雅．綿：「捄之陾陾，度之薨薨。」,1. En grand nombre. Nombreux. Troupe nombreuse. 2. Onomat. imitant le bruit que font les ouvriers en pilant la terre d’un mur en construction.,,,,,
428,汕汕,汕汕,shàn shàn,VISUAL,AA,,REDUPLICATION,南 有 嘉 魚,XiaoYa,南有嘉魚、烝然汕汕。,In the south is the barbel, And, in multitudes, they are taken with wicker nets.,魚群在水中游的樣子。詩經．小雅．南有嘉魚：「南有嘉魚，烝然汕汕。」,,,
432,湯湯,汤汤,shāng shāng,MOVEMENT,AA,,REDUPLICATION,鼓 鍾,XiaoYa,鼓鍾將將、淮水湯湯。,"His bells ring out jiang-jiang, While the waters of the Huai go sweeping on;",1. 水流盛大的樣子。詩經．大雅．江漢：「江漢湯湯，武夫洸洸。」清．夏敬觀．八聲甘州．聽愁霖一陣打窗來詞：「誰管湯湯水？漸蹴吳天。」,Couler en abondance. Grandes eaux.,,,,,
433,湯湯,汤汤,shāng shāng,MOVEMENT,AA,,REDUPLICATION,江 漢,DaYa,江漢湯湯、武夫洸洸。,Large flowed the Jiang and the Han, And grandly martial looked the troops.,1. 水流盛大的樣子。詩經．大雅．江漢：「江漢湯湯，武夫洸洸。」清．夏敬觀．八聲甘州．聽愁霖一陣打窗來詞：「誰管湯湯水？漸蹴吳天。」,Couler en abondance. Grandes eaux.,,,,
430,湯湯,汤汤,shāng shāng,MOVEMENT,AA,,REDUPLICATION,載 驅,GuoFeng,汶水湯湯、行人彭彭。,The waters of the Wen flow broadly on; The travellers are numerous.,1. 水流盛大的樣子。詩經．大雅．江漢：「江漢湯湯，武夫洸洸。」清．夏敬觀．八聲甘州．聽愁霖一陣打窗來詞：「誰管湯湯水？漸蹴吳天。」,Couler en abondance. Grandes eaux.,,,,,
429,湯湯,汤汤,shāng shāng,MOVEMENT,AA,,REDUPLICATION,氓,GuoFeng,淇水湯湯、漸車帷裳。,And [now] the full waters of the Qi, Wet the curtains of my carriage.,1. 水流盛大的樣子。詩經．大雅．江漢：「江漢湯湯，武夫洸洸。」清．夏敬觀．八聲甘州．聽愁霖一陣打窗來詞：「誰管湯湯水？漸蹴吳天。」,Couler en abondance. Grandes eaux.,,,,
431,湯湯,汤汤,shāng shāng,MOVEMENT,AA,,REDUPLICATION,沔 水,XiaoYa,沔彼流水、其流湯湯。,In large volume, those flowing waters, Roll on their swollen flood.,1. 水流盛大的樣子。詩經．大雅．江漢：「江漢湯湯，武夫洸洸。」清．夏敬觀．八聲甘州．聽愁霖一陣打窗來詞：「誰管湯湯水？漸蹴吳天。」,Couler en abondance. Grandes eaux.,,,
436,甡甡,甡甡,shēn shēn,VISUAL,AA,,REDUPLICATION,桑 柔,DaYa,瞻彼中林、甡甡其鹿。,Look into the middle of that forest, At the herds of deer roaming together.,眾多並行的樣子。詩經．大雅．桑柔：「瞻彼中林，甡甡其鹿。」,,,,,
434,駪駪,駪駪,shēn shēn,VISUAL,AA,,REDUPLICATION,皇 皇 者 華,XiaoYa,駪駪征夫、每懷靡及。,Complete and alert is the messenger, with his suite, Ever anxious lest he should not succeed.,眾多而疾行的樣子。詩經．小雅．皇皇者華：「駪駪征夫，每懷靡及。」,1. En foule; en troupe. Passer en groupe. 2. Onomat. évoquant le bruit de gens ou d’animaux qui vont et viennent en groupe.,,,
435,詵詵,诜诜,shēn shēn,VISUAL,AA,,REDUPLICATION,螽 斯,GuoFeng,螽斯羽、詵詵兮。,Ye locusts, winged tribes, How harmoniously you collect together!,1. 眾多的樣子。詩經．周南．螽斯：「螽斯羽，詵詵兮。」 2. 和樂聚集的樣子。陳書．卷二十四．周弘正傳：「後進詵詵，不無傳業。」,Nombreux. En grand nombre.,,,
438,繩繩,绳绳,shéng shéng,VISUAL,AA,,REDUPLICATION,抑,DaYa,子孫繩繩、萬民靡不承。,Your descendants will continue in unbroken line, And all the people will surely be obedient to you.,1. 相續不絕的樣子。詩經．周南．螽斯：「螽斯羽薨薨兮，宜爾子孫繩繩兮。」2.戒慎謹敬。漢書．卷二十二．禮樂志：「繩繩意變，備得其所。」3.無涯際的樣子。老子．第十四章：「繩繩不可名，復歸於無物。」4.正直的樣子。鶡冠子．卷中．泰鴻：「精微往來，傾傾繩繩。」,,,,,
437,繩繩,绳绳,shéng shéng,VISUAL,AA,,REDUPLICATION,螽 斯,GuoFeng,宜爾子孫、繩繩兮。,Right is it that your descendents Should be as in unbroken strings!,1. 相續不絕的樣子。詩經．周南．螽斯：「螽斯羽薨薨兮，宜爾子孫繩繩兮。」2.戒慎謹敬。漢書．卷二十二．禮樂志：「繩繩意變，備得其所。」3.無涯際的樣子。老子．第十四章：「繩繩不可名，復歸於無物。」4.正直的樣子。鶡冠子．卷中．泰鴻：「精微往來，傾傾繩繩。」,,,,,,
440,湜湜,湜湜,shí shí,VISUAL,AA,,REDUPLICATION,谷 風,GuoFeng,涇以渭濁、湜湜其沚。,The muddiness of the Jing appears from the Wei, But its bottom may be seen about the islets.,水清澈見底的樣子。詩經．邶風．谷風：「涇以渭濁，湜湜其沚。」,,,,,
439,實實,实实,shí shí,VISUAL,AA,,REDUPLICATION,閟 宮,LuSong,閟宮有侐、實實枚枚。,How pure and still are the solemn temples, In their strong solidity and minute completeness!,,(anc.) Immense.,,,,
441,濕濕,湿湿,shī shī,MOVEMENT,AA,,REDUPLICATION,無 羊,XiaoYa,爾牛來思、其耳濕濕。,Your cattle come, Flapping their ears.,1. 浪濤開合的樣子。文選．木華．海賦：「驚浪雷奔，駭水迸集，開合解會，瀼瀼濕濕。」2.搖動的樣子。詩經．小雅．無羊：「爾牛來思，其耳濕濕。」3.小解、小便。元．楊文奎．兒女團圓．第二折：「王獸醫云：『嬸子，我要濕濕去。』」,,,,,
741,施施,施施,shī shī,MOVEMENT,AA,,REDUPLICATION,丘 中 有 麻 ,GuoFeng,彼留子嗟、將其來施施。,Some one is there detaining Zijie; Would that he would come jauntily [to me]!,1. 喜悅自得的樣子。孟子．離婁下：「而良人未之知也，施施從外來，驕其妻妾。」唐．韓愈．曹成王碑：「出則囚服就辯，入則擁笏垂魚，坦坦施施。」2.緩慢前進的樣子。詩經．王風．丘中有麻：「彼留子嗟，將其來施施。」唐．柳宗元．始得西山宴游記：「施施而行，漫漫而遊。」,,,,,,
442,俟俟,俟俟,sì sì,MOVEMENT,AA,,REDUPLICATION,吉 日,XiaoYa,儦儦俟俟、或群或友。,Now rushing about, now waiting together, Here in threes, there in twos.,野獸徐行的樣子。詩經．小雅．吉日：「儦儦俟俟，或群或友。」,1. (Marcher) lentement. 2. En troupe.,,
443,叟叟,叟叟,sǒu sǒu,SOUND,AA,,REDUPLICATION,生 民,DaYa,釋之叟叟、烝之浮浮。,"It is rattling in the dishes;It is distilled, and the steam floats about.",狀聲詞。形容淘米的聲音。亦作「溲溲」。詩經．大雅．生民：「釋之叟叟，烝之浮浮。」,xiāo xiāo Bouger; s’agiter.,,,,,
447,肅肅,肃肃,sù sù,EVALUATION,AA,,REDUPLICATION,黍 苗 ,XiaoYa,肅肅謝功、召伯營之。,Severe was the work at Xie, But the earl of Shao built the city.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,
448,肅肅,肃肃,sù sù,EVALUATION,AA,,REDUPLICATION,思 齊,DaYa,雝雝在宮、肅肅在廟。,Full of harmony was he in his palace; Full of reverence in the ancestral temple.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,,
450,蔌蔌,蔌蔌,sù sù,EVALUATION,AA,,REDUPLICATION,正 月,XiaoYa,佌佌彼有屋、蔌蔌方有穀。,"Mean-like, those have their houses; Abjects, they will have their emoluments.",1. 鄙陋的樣子。亦作「速速」。詩經．小雅．正月：「佌佌彼有屋，蔌蔌方有穀。」2.形容風聲勁疾。文選．鮑照．蕪城賦：「稜稜霜氣，蔌蔌風威。」3.水流動的樣子。宋．蘇軾．食甘詩：「清泉蔌蔌先流齒，香霧霏霏欲噀人。」4.花落的樣子。唐．元稹．連昌宮詞：「又有牆頭千葉桃，風動落花紅蔌蔌。」,,,,,,
444,肅肅,肃肃,sù sù,EVALUATION,AA,,REDUPLICATION,兔 罝,GuoFeng,肅肅兔罝、椓之丁丁。,Carefully adjusted are the rabbit nets; Clang clang go the blows on the pegs.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,,
445,肅肅,肃肃,sù sù,EVALUATION,AA,,REDUPLICATION,兔 罝,GuoFeng,肅肅兔罝、施于中逵。,Carefully adjusted are the rabbit nets; And placed where many ways meet.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,,
446,肅肅,肃肃,sù sù,EVALUATION,AA,,REDUPLICATION,兔 罝,GuoFeng,肅肅兔罝、施于中林。,Carefully adjusted are the rabbit nets; And placed in the midst of the forest.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,,
449,肅肅,肃肃,sù sù,EVALUATION,AA,,REDUPLICATION,雝,ZhouSong,有來雝雝、至止肅肅。,"They come full of harmony; They are here, in all gravity;",1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,,
451,肅肅,肃肃,sù sù,MOVEMENT,AA,,REDUPLICATION,小 星,GuoFeng,肅肅宵征、夙夜在公、寔命不同。,Swiftly by night we go; In the early dawn we are with the prince. Our lot is not like hers.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,,
452,肅肅,肃肃,sù sù,MOVEMENT,AA,,REDUPLICATION,小 星,GuoFeng,肅肅宵征、抱衾與裯、寔命不猶。,Swiftly by night we go; Carrying our coverlets and sheets. Our lot is not like hers.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,,
456,肅肅,肃肃,sù sù,SOUND,AA,,REDUPLICATION,鴻 鴈,XiaoYa,鴻雁于飛、肅肅其羽。,The wild geese are flying about; Su-su goes the rustle of their wings.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,,
453,肅肅,肃肃,sù sù,SOUND,AA,,REDUPLICATION,鴇 羽,GuoFeng,肅肅鴇羽、集于苞栩。,Su-su go the feathers of the wild geese, As they settle on the bushy oaks.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,
454,肅肅,肃肃,sù sù,SOUND,AA,,REDUPLICATION,鴇 羽,GuoFeng,肅肅鴇翼、集于苞棘。,Su-su go the feathers of the wild geese, As they settle on the bushy jujube trees.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,
455,肅肅,肃肃,sù sù,SOUND,AA,,REDUPLICATION,鴇 羽,GuoFeng,肅肅鴇行、集于苞桑。,Su-su go the feathers of the wild geese, As they rest on the bushy mulberry trees.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,
457,肅肅,肃肃,sù sù,VISUAL+EVALUATION,AA,,REDUPLICATION,烝 民,DaYa,肅肅王命、仲山甫將之。,Most dignified was the king's charge, And Zhong Shan-fu carries it into execution.,1. 恭謹的樣子。詩經．周南．兔罝：「肅肅兔罝，施于中逵。」2. 迅速、匆忙的樣子。詩經．召南．小星：「肅肅宵征，抱衾與裯。」3. 嚴正的樣子。詩經．小雅．黍苗：「肅肅謝功，召伯營之。」4. 狀聲詞。形容風聲。後漢書．卷八十四．列女傳．董祀妻傳：「翩翩吹我衣，肅肅入我耳。」,"1. Soigneusement; avec précaution. 2. Avec une attitude respectueuse, attentive. 3. D’apparence grave et sévère. 4. Bruit des ailes d’un oiseau.",,,,
461,綏綏,绥绥,suí suí,MOVEMENT,AA,,REDUPLICATION,南 山,GuoFeng,南山崔崔、雄狐綏綏。,High and large is the south hill, And a male fox is on it, solitary and suspicious.,1. 走路遲緩的樣子。詩經．衛風．有狐：「有狐綏綏，在彼淇梁。」2.安泰的樣子。荀子．儒效：「綏綏兮其有文章也。」3.落下的樣子。宋．梅堯臣．五月十日雨中飲詩：「梅天下梅雨，綏綏如亂麻。」,,,,
458,綏綏,绥绥,suí suí,MOVEMENT,AA,,REDUPLICATION,有 狐,GuoFeng,有狐綏綏、在彼淇梁。,There is a fox, solitary and suspicious, At that dam over the Qi.,1. 走路遲緩的樣子。詩經．衛風．有狐：「有狐綏綏，在彼淇梁。」2.安泰的樣子。荀子．儒效：「綏綏兮其有文章也。」3.落下的樣子。宋．梅堯臣．五月十日雨中飲詩：「梅天下梅雨，綏綏如亂麻。」,,,,
459,綏綏,绥绥,suí suí,MOVEMENT,AA,,REDUPLICATION,有 狐,GuoFeng,有狐綏綏、在彼淇厲。,There is a fox, solitary and suspicious, At that deep ford of the Qi.,1. 走路遲緩的樣子。詩經．衛風．有狐：「有狐綏綏，在彼淇梁。」2.安泰的樣子。荀子．儒效：「綏綏兮其有文章也。」3.落下的樣子。宋．梅堯臣．五月十日雨中飲詩：「梅天下梅雨，綏綏如亂麻。」,,,,
460,綏綏,绥绥,suí suí,MOVEMENT,AA,,REDUPLICATION,有 狐,GuoFeng,有狐綏綏、在彼淇側。,There is a fox, solitary and suspicious, By the side there of the Qi.,1. 走路遲緩的樣子。詩經．衛風．有狐：「有狐綏綏，在彼淇梁。」2.安泰的樣子。荀子．儒效：「綏綏兮其有文章也。」3.落下的樣子。宋．梅堯臣．五月十日雨中飲詩：「梅天下梅雨，綏綏如亂麻。」,,,,
462,穟穟,穟穟,suì suì,VISUAL,AA,,REDUPLICATION,生 民,DaYa,禾役穟穟、麻麥幪幪、瓜瓞唪唪。,His rows of paddy shot up beautifully; His hemp and wheat grew strong and close; His gourds yielded abundantly.,禾苗茂盛美好的樣子。詩經．大雅．生民：「禾役穟穟，麻麥幪幪。」,,,,,,
757,瑣瑣,琐琐,suǒ suǒ,EVALUATION,AA,,REDUPLICATION,節 南 山,XiaoYa,瑣瑣姻亞、則無膴仕。,And his mean relatives, Would not be in offices of importance.,1. 鄙陋、平庸。詩經．小雅．節南山：「瑣瑣姻亞，則無膴仕。」北史．卷二十一．崔宏傳：「但恐諸將瑣瑣，前後顧慮，不能乘勝深入，使不全舉耳。」2. 形容聲音細碎叨絮。唐．杜牧．送劉三復郎中赴闕詩：「玉珂聲瑣瑣，錦帳夢悠悠。」封神演義．第九十三回：「既將軍有猜疑之念，貧道又何必在此瑣瑣也？」,,,,,
463,傞傞,傞傞,suō suō,MOVEMENT,AA,,REDUPLICATION,賓 之 初 筵 ,XiaoYa,側弁之俄、屢舞傞傞。,With their caps on one side, and like to fall off, They keep dancing and will not stop.,醉舞的樣子。詩經．小雅．賓之初筵：「側弁之俄，屢舞傞傞。」,,,,
464,慆慆,慆慆,tāo tāo,TIME,AA,,REDUPLICATION,東 山,GuoFeng,我徂東山、慆慆不歸。,We went to the hills of the east, And long were we there without returning,,長久的樣子。詩經．豳風．東山：「我徂東山，慆慆不歸。」,,,,
465,慆慆,慆慆,tāo tāo,TIME,AA,,REDUPLICATION,東 山,GuoFeng,我徂東山、慆慆不歸。,We went to the hills of the east, And long were we there without returning,,長久的樣子。詩經．豳風．東山：「我徂東山，慆慆不歸。」,,,,
466,慆慆,慆慆,tāo tāo,TIME,AA,,REDUPLICATION,東 山,GuoFeng,我徂東山、慆慆不歸。,We went to the hills of the east, And long were we there without returning,,長久的樣子。詩經．豳風．東山：「我徂東山，慆慆不歸。」,,,,
467,慆慆,慆慆,tāo tāo,TIME,AA,,REDUPLICATION,東 山,GuoFeng,我徂東山、慆慆不歸。,We went to the hills of the east, And long were we there without returning,,長久的樣子。詩經．豳風．東山：「我徂東山，慆慆不歸。」,,,,
468,陶陶,陶陶,táotáo,VISUAL+EVALUATION,AA,,REDUPLICATION,清 人,GuoFeng,清人在軸、駟介陶陶、,The men of Qing are in Zhou; The mailed team of the chariot prance proudly.,1. 和樂的樣子。 三國．魏．劉伶．酒德頌：「無思無慮，其樂陶陶。」2. 漫長。楚辭．玉逸．九思．哀歲：「冬夜兮陶陶，雨雪兮冥冥。」3. 陽氣盛。史記．卷八十四．屈原賈生傳：「陶陶孟夏兮，草木莽莽。」,dào dào Courir; galoper.,,,,,
469,陶陶,陶陶,táotáo,VISUAL+FEELING,AA,,REDUPLICATION,君 子 陽 陽,GuoFeng,君子陶陶、左執翿、右招我由敖。,My husband looks delighted. In his left hand he holds his screen of feathers, And with his right he calls me to the stage.,1. 和樂的樣子。 三國．魏．劉伶．酒德頌：「無思無慮，其樂陶陶。」2. 漫長。楚辭．玉逸．九思．哀歲：「冬夜兮陶陶，雨雪兮冥冥。」3. 陽氣盛。史記．卷八十四．屈原賈生傳：「陶陶孟夏兮，草木莽莽。」,dào dào Courir; galoper.,,,,
472,滔滔,滔滔,tāotāo,MOVEMENT,AA,,REDUPLICATION,江 漢,DaYa,江漢浮浮、武夫滔滔。,Large was the volume of the Jiang and the Han, And the troops advanced like a flowing current.,1. 水流滾滾不絕的樣子。近滾滾, 如：「海浪滔滔」。詩經．齊風．載驅：「汶水滔滔，行人儦儦。」2. 形容說話連續不停。如：「滔滔不絕」。3. 形容混亂。論語．微子：「滔滔者天下皆是也，而誰以易之。」,1. Couler impétueusement ou en se répendant partout; couler à flots. 2. Être répandu partout.,,,
470,滔滔,滔滔,tāotāo,MOVEMENT,AA,,REDUPLICATION,載 驅,GuoFeng,汶水滔滔、行人儦儦。,The waters of the Wen sweep on; The travellers are in crowds.,1. 水流滾滾不絕的樣子。近滾滾, 如：「海浪滔滔」。詩經．齊風．載驅：「汶水滔滔，行人儦儦。」2. 形容說話連續不停。如：「滔滔不絕」。3. 形容混亂。論語．微子：「滔滔者天下皆是也，而誰以易之。」,1. Couler impétueusement ou en se répendant partout; couler à flots. 2. Être répandu partout.,,,,
471,滔滔,滔滔,tāotāo,MOVEMENT,AA,,REDUPLICATION,四 月,XiaoYa,滔滔江漢、南國之紀。,Grandly flow the Jiang and the Han, Regulators of the southern States.,1. 水流滾滾不絕的樣子。近滾滾, 如：「海浪滔滔」。詩經．齊風．載驅：「汶水滔滔，行人儦儦。」2. 形容說話連續不停。如：「滔滔不絕」。3. 形容混亂。論語．微子：「滔滔者天下皆是也，而誰以易之。」,1. Couler impétueusement ou en se répendant partout; couler à flots. 2. Être répandu partout.,,,
473,提提,提提,tí tí,MOVEMENT,AA,,REDUPLICATION,葛 屨,GuoFeng,好人提提、宛然左辟、佩其象揥。,Wealthy, he moves about quite at ease, And politely he stands aside to the left. From his girdle hangs his ivory comb-pin.,,"1. Paisible; calme; posé. 2. Louer; exalter. 3. (Voler) en groupe, en troupe (en parl. d’oiseaux).",,,
474,提提,提提,tí tí,MOVEMENT,AA,,REDUPLICATION,小 弁,XiaoYa,弁彼鸒斯、歸飛提提。,With flapping wings the crows, Come back, flying all in a flock.,,"1. Paisible; calme; posé. 2. Louer; exalter. 3. (Voler) en groupe, en troupe (en parl. d’oiseaux).",,,
751,惕惕,惕惕,tì tì,FEELING,AA,,REDUPLICATION,防 有 鵲 巢 ,GuoFeng,誰侜予美、心焉惕惕。,Who has been imposing on the object of my admiration?  My heart is full of trouble.,1. 憂心、恐懼。詩經．陳風．防有鵲巢：「中唐有甓，邛有旨鷊，誰侜予美，心焉惕惕。」國語．楚語上：「不然，是三城也，豈不使諸侯之心惕惕焉。」2.悅愛。爾雅．釋訓：「忯忯、惕惕，愛也。」明．張爾岐．辨志：「今夫人生而呱呱以啼，啞啞以笑，蠕蠕以動，惕惕以息，無以異也。」,,,,,,
476,趯趯,趯趯,tì tì,MOVEMENT,AA,,REDUPLICATION,出 車,XiaoYa,喓喓草蟲、趯趯阜螽,' Yao-yao go the grass-insects, And the hoppers leap about.,1. 跳躍的樣子。詩經．召南．草蟲：「喓喓草蟲，趯趯阜螽。」南朝梁．吳均．酬別江主簿屯騎詩：「寒蟲鳴趯趯，落葉飛翻翻。」2. 往來的樣子。史記．卷七十八．春申君傳：「詩云：『趯趯毚兔，遇犬獲之。他人有心，余忖度之。』」,,,,,
475,趯趯,趯趯,tì tì,MOVEMENT,AA,,REDUPLICATION,草 蟲,GuoFeng,喓喓草蟲、趯趯阜螽,Yao-yao went the grass-insects, And the hoppers sprang about.,1. 跳躍的樣子。詩經．召南．草蟲：「喓喓草蟲，趯趯阜螽。」南朝梁．吳均．酬別江主簿屯騎詩：「寒蟲鳴趯趯，落葉飛翻翻。」2. 往來的樣子。史記．卷七十八．春申君傳：「詩云：『趯趯毚兔，遇犬獲之。他人有心，余忖度之。』」,,,,,
734,籊籊,籊籊,tì tì,VISUAL+TEXTURE,AA,,REDUPLICATION,竹 竿,GuoFeng,籊籊竹竿、以釣于淇。,With your long and tapering bamboo rods, You angle in the Qi.,长而细的。籊籊竹竿,以钓于淇。《集韵》,,,,
477,町畽 tia3ntu3an,町畽 tia3ntu3an,tia3ntu3an,VISUAL,AB,*tʰˤeŋʔ *tʰˤonʔ,ALLITERATION,東 山,GuoFeng,町畽鹿場、熠燿宵行。,Our paddocks would be deer-fields; The fitful light of the glow-worms would be all about.,1. 田舍房邊的空地。詩經．豳風．東山：「町畽鹿場，燿燿宵行。」2. 禽獸踐踏的地方。,1. Endroit foulé par les animaux; trou d’animal. 2. Terrain dégagé à côté d’une habitation.,,,,,
478,闐闐,阗阗,tián tián,SOUND,AA,,REDUPLICATION,采 芑,XiaoYa,顯允方叔、伐鼓淵淵、振旅闐闐。,"Intelligent and true is Fang Shu, Deep rolled the sound of his drums; With a lighter sound he led the troops back.",本形容車馬隊伍聲勢浩大。詩經．小雅．采芑：「伐鼓淵淵，振旅闐闐。」文選．左思．蜀都賦：「車馬雷駭，轟轟闐闐。」亦可比喻為盛大的樣子。唐．薛逢．上白相公啟：「飛龍在天，雲雨闐闐。」,1. Abondant; prospère; plein. 2. Onomat. imitant un roulement de tambour ou de nombreux chars en mouvement.,,,,,
